date,session_id,player_id,position,sleep_score,readiness_score,hrv,resting_hr,fatigue_score,soreness_score,stress_score,cmj_height_cm,cmj_asymmetry_percent,vbt_mean_velocity,minutes_last_match,injury_flag
2024-08-28,SES0030,P003,CB,4.7,2.0,57.2,66,8.0,6.9,2.9,47.8,1.7,0.536,45,0
2024-08-28,SES0030,P004,CB,5.0,3.6,54.2,62,9.0,7.6,4.8,41.3,0.0,0.552,75,0
2024-08-28,SES0030,P005,LB,5.0,2.7,35.0,71,9.5,8.5,2.1,51.7,2.8,0.542,75,0
2024-08-28,SES0030,P006,LB,4.5,1.5,35.0,68,8.9,6.9,6.2,50.0,4.9,0.484,90,0
2024-08-28,SES0030,P007,RB,4.5,1.1,41.8,70,9.7,8.1,1.8,41.3,3.4,0.554,75,0
2024-08-28,SES0030,P008,RB,5.0,2.7,61.1,66,8.6,7.3,2.8,45.1,2.3,0.536,75,0
2024-08-28,SES0030,P009,CDM,6.4,1.0,53.5,65,8.6,5.5,5.7,44.8,6.3,0.507,60,0
2024-08-28,SES0030,P010,CDM,3.5,2.8,54.0,68,10.0,7.0,3.3,46.2,3.4,0.583,90,0
2024-08-28,SES0030,P011,CM,5.3,1.0,48.8,71,8.8,5.6,9.8,52.4,5.1,0.56,90,0
2024-08-28,SES0030,P012,CM,4.3,2.5,42.6,70,9.8,6.9,6.1,41.2,1.3,0.583,75,0
2024-08-28,SES0030,P013,CM,4.1,2.4,39.3,66,9.6,8.0,4.2,49.8,2.9,0.573,0,0
2024-08-28,SES0030,P014,LW,4.1,1.0,49.8,66,10.0,8.7,4.4,46.6,6.3,0.519,90,0
2024-08-28,SES0030,P015,LW,3.7,1.0,52.1,71,9.2,7.1,5.0,42.3,8.3,0.53,60,0
2024-08-28,SES0030,P016,RW,3.7,1.3,38.9,66,8.6,5.4,2.7,48.7,4.2,0.566,0,0
2024-08-28,SES0030,P017,RW,3.0,3.2,56.0,63,8.0,5.2,3.5,46.8,3.2,0.572,45,0
2024-08-28,SES0030,P018,CAM,4.9,2.2,45.4,69,9.2,8.6,3.0,50.1,3.2,0.529,0,0
2024-08-28,SES0030,P019,CAM,3.0,2.9,62.9,63,8.7,7.0,6.9,45.6,4.6,0.577,75,0
2024-08-28,SES0030,P020,ST,3.0,1.0,59.5,61,10.0,7.4,4.5,52.3,3.7,0.46,75,0
2024-08-28,SES0030,P021,ST,3.6,1.4,56.0,67,10.0,6.8,2.3,52.8,5.8,0.488,75,0
2024-08-28,SES0030,P022,ST,6.2,1.8,46.5,70,9.5,6.8,7.2,49.7,8.4,0.47,90,0
2024-08-30,SES0031,P001,GK,6.4,1.8,64.1,56,4.5,2.6,1.9,57.7,8.8,0.63,0,0
2024-08-30,SES0031,P002,CB,7.2,2.6,46.3,71,6.9,5.4,5.9,52.3,5.4,0.535,60,0
2024-08-30,SES0031,P003,CB,6.9,3.3,69.3,56,4.3,3.3,4.5,48.6,2.2,0.689,80,0
2024-08-30,SES0031,P004,CB,8.2,4.9,63.8,58,4.2,4.7,7.9,45.2,0.6,0.674,30,0
2024-08-30,SES0031,P005,LB,7.7,2.6,61.7,64,4.8,2.8,4.2,52.5,0.5,0.584,0,0
2024-08-30,SES0031,P006,LB,6.2,3.2,54.9,63,7.4,4.9,4.7,49.7,2.3,0.542,30,0
2024-08-30,SES0031,P007,RB,8.1,5.3,55.7,56,5.1,5.3,5.9,50.2,3.6,0.588,30,0
2024-08-30,SES0031,P008,RB,6.4,4.8,54.9,64,5.0,5.7,5.3,48.4,7.3,0.585,0,0
2024-08-30,SES0031,P009,CDM,5.9,5.0,74.0,61,5.3,4.7,3.4,49.8,1.9,0.673,60,0
2024-08-30,SES0031,P010,CDM,6.4,2.3,65.1,63,6.9,4.5,3.9,42.8,5.7,0.552,30,0
2024-08-30,SES0031,P011,CM,7.8,3.0,45.2,64,7.1,6.7,4.8,57.9,4.2,0.581,60,0
2024-08-30,SES0031,P012,CM,6.2,3.0,47.4,60,4.7,1.6,4.9,54.5,1.6,0.581,0,0
2024-08-30,SES0031,P013,CM,7.1,2.1,55.3,59,5.6,5.1,4.6,51.2,7.0,0.594,0,0
2024-08-30,SES0031,P014,LW,6.0,3.3,46.4,68,7.4,6.5,6.8,48.5,6.4,0.507,0,0
2024-08-30,SES0031,P015,LW,7.2,2.1,56.0,57,6.7,4.8,4.6,45.8,5.8,0.636,0,0
2024-08-30,SES0031,P016,RW,6.1,1.0,60.1,58,6.0,4.8,5.4,47.9,5.3,0.672,30,0
2024-08-30,SES0031,P017,RW,6.8,2.8,70.8,60,4.4,4.8,1.5,50.7,2.2,0.627,80,0
2024-08-30,SES0031,P018,CAM,4.4,1.4,46.6,66,7.2,6.0,2.2,48.8,3.7,0.633,0,0
2024-08-30,SES0031,P019,CAM,6.9,4.1,65.3,59,5.2,3.6,7.6,46.6,3.3,0.687,30,0
2024-08-30,SES0031,P020,ST,5.8,3.1,62.7,59,7.5,6.8,4.7,44.3,7.3,0.495,30,0
2024-08-30,SES0031,P021,ST,5.9,4.4,50.8,61,6.7,4.9,5.2,45.3,5.0,0.64,0,0
2024-08-30,SES0031,P022,ST,7.4,2.8,57.1,67,5.6,6.2,4.5,51.7,0.4,0.587,90,0
2024-09-01,SES0032,P001,GK,5.4,4.1,59.1,68,7.2,6.3,6.3,46.9,6.8,0.687,30,0
2024-09-01,SES0032,P002,CB,6.0,5.1,62.1,57,7.2,3.3,3.6,51.2,3.2,0.593,60,0
2024-09-01,SES0032,P003,CB,9.1,7.2,58.3,59,2.7,1.0,3.0,51.9,7.3,0.723,0,0
2024-09-01,SES0032,P004,CB,8.6,3.4,41.3,57,4.1,4.1,2.8,47.6,3.1,0.611,0,0
2024-09-01,SES0032,P005,LB,9.2,5.0,62.0,64,3.6,2.6,6.4,56.1,2.6,0.592,30,0
2024-09-01,SES0032,P006,LB,8.6,4.7,69.7,64,3.6,1.6,2.2,53.5,3.8,0.672,60,1
2024-09-01,SES0032,P007,RB,7.2,5.5,55.3,66,4.6,1.0,3.4,48.3,1.3,0.653,30,0
2024-09-01,SES0032,P008,RB,6.5,7.5,59.5,49,3.0,4.0,4.2,51.5,2.8,0.678,0,0
2024-09-01,SES0032,P009,CDM,8.1,6.1,51.2,52,3.9,3.9,5.6,49.6,8.6,0.599,0,0
2024-09-01,SES0032,P010,CDM,7.5,6.2,64.4,60,5.3,3.9,6.6,52.6,2.5,0.613,30,0
2024-09-01,SES0032,P011,CM,9.6,8.1,67.3,62,3.1,1.6,6.2,58.2,1.2,0.722,60,0
2024-09-01,SES0032,P012,CM,9.8,6.8,71.6,56,2.5,2.1,2.8,59.2,6.1,0.698,80,0
2024-09-01,SES0032,P013,CM,7.1,7.3,54.4,57,2.9,2.2,3.6,55.7,6.8,0.668,80,0
2024-09-01,SES0032,P014,LW,8.1,5.7,63.0,58,4.0,2.0,5.2,50.7,1.8,0.719,0,0
2024-09-01,SES0032,P015,LW,7.2,6.1,66.1,56,5.0,1.7,4.9,49.1,1.1,0.491,30,0
2024-09-01,SES0032,P016,RW,8.0,5.0,64.4,55,4.8,5.4,2.7,51.1,4.9,0.62,80,0
2024-09-01,SES0032,P017,RW,8.6,6.6,65.8,61,2.1,1.3,4.0,56.7,0.9,0.651,60,0
2024-09-01,SES0032,P018,CAM,8.1,4.1,57.0,52,4.0,3.1,4.2,51.5,9.5,0.604,60,0
2024-09-01,SES0032,P019,CAM,8.1,4.2,68.0,53,2.8,2.9,3.7,50.6,2.8,0.659,90,0
2024-09-01,SES0032,P020,ST,10.0,4.0,97.8,57,1.0,1.1,3.1,51.4,0.0,0.727,0,0
2024-09-01,SES0032,P021,ST,6.7,7.2,59.7,59,5.5,3.2,6.8,52.3,6.1,0.6,30,0
2024-09-01,SES0032,P022,ST,9.0,6.2,59.2,50,1.0,1.7,4.3,53.3,2.8,0.715,60,0
2024-09-03,SES0033,P001,GK,5.7,6.5,63.4,61,5.9,5.7,1.5,50.5,4.0,0.634,0,0
2024-09-03,SES0033,P002,CB,8.6,4.6,63.4,62,3.0,4.1,3.1,53.5,4.3,0.68,0,0
2024-09-03,SES0033,P003,CB,8.3,6.6,73.5,61,3.0,1.0,1.8,48.6,0.9,0.661,0,0
2024-09-03,SES0033,P004,CB,6.2,7.4,69.8,62,5.2,3.3,3.4,53.7,4.6,0.574,0,0
2024-09-03,SES0033,P005,LB,9.8,7.9,66.0,51,1.2,1.1,5.3,54.4,7.8,0.697,0,0
2024-09-03,SES0033,P006,LB,8.3,8.9,50.9,62,5.3,3.3,4.9,58.2,4.8,0.525,0,0
2024-09-03,SES0033,P007,RB,9.3,9.1,47.1,61,4.6,3.6,8.1,47.5,0.0,0.618,0,0
2024-09-03,SES0033,P008,RB,7.9,8.3,63.2,54,4.0,1.6,5.2,53.1,0.0,0.591,80,0
2024-09-03,SES0033,P009,CDM,5.2,6.8,59.9,63,5.5,5.0,6.0,44.5,3.5,0.646,30,0
2024-09-03,SES0033,P010,CDM,5.7,6.2,51.6,66,3.6,3.8,4.2,51.6,2.2,0.653,90,0
2024-09-03,SES0033,P011,CM,7.5,8.7,75.3,57,4.2,1.9,4.3,53.9,5.2,0.684,60,0
2024-09-03,SES0033,P012,CM,7.4,8.4,60.5,63,4.0,2.6,5.4,50.9,4.4,0.582,30,0
2024-09-03,SES0033,P013,CM,9.4,6.3,59.1,64,5.1,3.9,2.9,53.3,0.3,0.634,60,0
2024-09-03,SES0033,P014,LW,7.0,8.2,68.6,62,4.6,3.4,3.0,45.3,8.5,0.685,30,0
2024-09-03,SES0033,P015,LW,8.7,7.8,71.2,59,3.2,1.9,3.7,55.0,1.7,0.703,0,0
2024-09-03,SES0033,P016,RW,8.1,7.9,68.9,60,3.0,4.7,4.3,50.1,6.0,0.661,0,0
2024-09-03,SES0033,P017,RW,6.8,7.6,55.6,57,5.9,7.1,3.9,44.2,1.5,0.558,30,0
2024-09-03,SES0033,P018,CAM,9.5,7.7,67.1,66,4.1,3.4,3.7,50.5,3.9,0.613,80,0
2024-09-03,SES0033,P019,CAM,7.0,4.8,73.0,60,4.8,2.4,5.9,45.4,1.0,0.708,30,0
2024-09-03,SES0033,P020,ST,8.7,6.6,73.0,56,1.9,1.9,6.7,58.9,5.4,0.66,80,0
2024-09-03,SES0033,P021,ST,9.9,8.5,66.4,51,1.6,1.0,5.7,50.6,0.4,0.69,30,0
2024-09-03,SES0033,P022,ST,7.9,7.8,78.5,56,2.5,2.0,6.7,50.5,4.7,0.597,30,0
2024-09-05,SES0034,P001,GK,4.7,5.9,58.1,59,8.0,7.0,7.3,38.7,2.0,0.487,80,0
2024-09-05,SES0034,P002,CB,5.3,4.7,58.8,61,6.2,3.9,5.2,48.7,2.7,0.605,60,0
2024-09-05,SES0034,P003,CB,9.3,5.7,57.9,55,4.6,3.5,4.4,52.4,3.6,0.557,60,0
2024-09-05,SES0034,P004,CB,7.4,8.0,57.5,55,4.1,4.3,4.7,51.2,5.0,0.595,0,0
2024-09-05,SES0034,P005,LB,9.3,5.6,62.1,60,3.4,2.9,5.3,46.3,0.4,0.628,60,0
2024-09-05,SES0034,P006,LB,6.1,5.8,63.9,60,5.4,5.3,4.6,48.7,7.4,0.661,60,0
2024-09-05,SES0034,P007,RB,8.4,6.6,66.2,65,5.3,3.1,2.9,47.9,5.0,0.624,30,0
2024-09-05,SES0034,P008,RB,6.7,9.2,55.6,62,5.7,5.9,4.9,46.0,2.8,0.508,0,0
2024-09-05,SES0034,P009,CDM,6.3,6.4,56.4,61,6.1,5.5,3.0,48.5,0.0,0.56,30,0
2024-09-05,SES0034,P010,CDM,7.7,6.3,67.6,56,3.6,1.6,5.0,43.4,7.3,0.661,0,0
2024-09-05,SES0034,P011,CM,6.8,5.8,56.0,61,5.5,4.6,3.3,53.3,3.9,0.609,60,0
2024-09-05,SES0034,P012,CM,8.3,6.2,63.6,62,5.6,4.1,6.1,53.8,4.8,0.573,60,0
2024-09-05,SES0034,P013,CM,6.6,6.8,62.2,59,3.9,4.0,5.5,48.1,1.8,0.635,90,0
2024-09-05,SES0034,P014,LW,7.6,7.1,54.5,61,5.9,3.7,4.7,41.5,2.8,0.578,80,0
2024-09-05,SES0034,P015,LW,6.5,5.9,57.5,59,3.6,2.7,4.1,51.2,3.2,0.602,0,0
2024-09-05,SES0034,P016,RW,6.3,5.7,82.7,63,6.0,5.1,7.8,45.2,8.4,0.652,0,1
2024-09-05,SES0034,P017,RW,7.2,5.6,48.0,66,6.3,4.4,3.3,50.1,5.3,0.581,80,0
2024-09-05,SES0034,P018,CAM,7.8,5.0,57.0,55,4.6,2.5,6.5,46.1,0.2,0.53,30,0
2024-09-05,SES0034,P019,CAM,7.1,6.9,59.7,64,4.9,4.5,5.3,50.6,7.5,0.653,90,0
2024-09-05,SES0034,P020,ST,6.5,5.2,51.6,60,4.1,2.9,2.4,50.8,4.1,0.684,0,0
2024-09-05,SES0034,P021,ST,9.6,7.2,62.2,59,4.3,2.3,2.0,48.2,5.2,0.576,90,0
2024-09-05,SES0034,P022,ST,5.2,7.6,59.6,62,5.8,5.1,3.6,50.0,2.3,0.564,0,0
2024-09-07,SES0035,P001,GK,4.6,4.3,46.6,54,6.9,6.2,4.9,46.6,7.8,0.595,60,0
2024-09-07,SES0035,P002,CB,7.4,7.2,72.4,59,2.4,1.1,1.3,56.6,3.3,0.681,0,0
2024-09-07,SES0035,P003,CB,6.9,5.3,60.2,60,5.8,4.7,3.8,50.3,5.2,0.641,60,0
2024-09-07,SES0035,P004,CB,7.3,4.9,61.2,62,4.9,4.2,4.7,49.1,6.9,0.578,90,0
2024-09-07,SES0035,P005,LB,10.0,6.4,62.1,59,3.4,3.3,5.6,49.3,1.6,0.618,0,0
2024-09-07,SES0035,P006,LB,6.0,7.0,52.8,60,4.4,4.6,3.4,44.5,2.5,0.681,80,0
2024-09-07,SES0035,P007,RB,5.4,7.3,61.2,57,4.5,5.5,5.3,53.7,4.9,0.66,80,0
2024-09-07,SES0035,P008,RB,7.4,8.8,65.6,65,5.7,5.7,4.5,51.9,0.0,0.631,0,0
2024-09-07,SES0035,P009,CDM,7.5,6.5,62.0,60,4.6,5.3,3.9,60.7,1.2,0.586,80,1
2024-09-07,SES0035,P010,CDM,8.6,7.8,72.1,57,2.6,2.4,5.8,49.3,5.8,0.713,80,0
2024-09-07,SES0035,P011,CM,5.7,7.4,54.2,59,5.9,4.6,3.7,51.8,4.9,0.637,60,0
2024-09-07,SES0035,P012,CM,8.7,6.7,48.5,53,4.4,3.9,6.1,50.2,4.5,0.585,0,0
2024-09-07,SES0035,P013,CM,6.4,5.8,60.4,65,5.0,3.7,5.2,49.5,3.8,0.709,0,0
2024-09-07,SES0035,P014,LW,7.4,7.3,73.6,64,5.5,5.7,4.0,42.9,3.0,0.529,0,0
2024-09-07,SES0035,P015,LW,7.1,6.7,68.3,54,3.7,4.0,4.3,50.4,4.8,0.596,0,0
2024-09-07,SES0035,P016,RW,7.7,6.9,85.4,64,2.8,2.5,6.7,45.6,1.1,0.687,30,0
2024-09-07,SES0035,P017,RW,5.7,5.6,57.8,65,6.1,5.2,5.1,56.6,5.9,0.613,30,0
2024-09-07,SES0035,P018,CAM,6.2,7.1,66.5,66,5.4,5.6,3.9,46.8,4.8,0.633,30,0
2024-09-07,SES0035,P019,CAM,7.6,7.1,71.0,54,4.4,3.2,5.9,52.2,4.4,0.64,60,0
2024-09-07,SES0035,P020,ST,5.2,6.7,62.1,54,5.7,4.0,2.7,49.4,2.9,0.617,60,0
2024-09-07,SES0035,P021,ST,6.5,6.8,59.1,58,5.3,4.4,2.9,46.4,5.2,0.584,30,0
2024-09-07,SES0035,P022,ST,8.4,6.7,66.9,52,5.4,2.1,5.8,52.3,7.8,0.603,90,0
2024-09-09,SES0036,P001,GK,5.3,6.4,66.1,61,5.6,3.4,4.5,50.3,1.9,0.535,80,0
2024-09-09,SES0036,P002,CB,8.3,7.1,55.0,61,5.0,4.8,3.7,50.9,3.1,0.525,30,0
2024-09-09,SES0036,P003,CB,6.3,6.7,42.3,66,6.0,5.4,3.7,39.5,0.0,0.626,0,0
2024-09-09,SES0036,P004,CB,6.6,10.0,60.9,61,6.1,5.0,6.3,50.1,4.1,0.622,90,0
2024-09-09,SES0036,P005,LB,9.3,7.1,49.0,54,2.9,2.1,6.9,45.5,3.3,0.638,60,0
2024-09-09,SES0036,P006,LB,7.5,6.9,59.3,62,4.9,2.7,4.3,41.7,6.8,0.536,80,0
2024-09-09,SES0036,P007,RB,9.2,7.0,68.6,54,1.3,2.8,7.6,54.2,5.6,0.683,60,0
2024-09-09,SES0036,P008,RB,8.2,9.7,50.2,60,6.0,5.1,3.4,47.2,2.8,0.602,90,0
2024-09-09,SES0036,P009,CDM,7.2,5.8,55.1,60,6.4,7.1,3.2,47.1,3.7,0.59,0,0
2024-09-09,SES0036,P010,CDM,7.1,6.8,58.4,60,4.6,4.8,2.7,43.3,7.0,0.667,0,0
2024-09-09,SES0036,P011,CM,7.9,6.5,46.2,61,3.1,4.1,4.1,50.4,0.0,0.642,60,0
2024-09-09,SES0036,P012,CM,6.0,7.0,58.2,61,5.7,4.7,5.1,48.2,6.7,0.563,0,0
2024-09-09,SES0036,P013,CM,9.0,6.3,77.1,61,3.6,2.9,4.4,51.2,4.7,0.649,60,0
2024-09-09,SES0036,P014,LW,7.8,7.9,80.7,57,3.2,1.3,8.2,48.2,4.6,0.628,60,0
2024-09-09,SES0036,P015,LW,6.3,7.7,48.6,66,5.8,5.3,5.1,52.9,3.4,0.618,60,0
2024-09-09,SES0036,P016,RW,6.8,7.2,51.7,62,5.5,4.6,2.8,48.3,8.6,0.585,60,0
2024-09-09,SES0036,P017,RW,6.4,8.8,68.8,55,3.5,2.2,2.8,57.5,4.7,0.658,90,0
2024-09-09,SES0036,P018,CAM,7.7,7.3,59.4,58,4.2,4.7,5.4,50.4,3.9,0.682,0,0
2024-09-09,SES0036,P019,CAM,6.2,6.6,60.4,62,4.8,4.5,7.7,51.8,2.3,0.684,80,0
2024-09-09,SES0036,P020,ST,7.0,8.4,66.8,61,5.5,6.3,4.3,52.5,6.9,0.663,0,0
2024-09-09,SES0036,P021,ST,9.4,8.3,62.6,58,3.5,1.5,4.2,53.2,5.5,0.58,0,0
2024-09-09,SES0036,P022,ST,9.0,7.2,48.2,53,4.7,3.4,2.8,53.0,1.0,0.526,0,0
2024-09-11,SES0037,P001,GK,6.0,3.7,43.9,66,6.2,4.0,4.5,52.0,2.6,0.66,60,0
2024-09-11,SES0037,P002,CB,10.0,6.9,61.4,58,3.5,4.0,6.1,54.2,5.5,0.736,60,0
2024-09-11,SES0037,P003,CB,8.6,6.0,83.2,60,1.4,2.5,6.6,52.7,2.6,0.678,60,0
2024-09-11,SES0037,P004,CB,7.8,8.3,77.7,57,4.0,4.1,3.7,47.0,8.0,0.67,0,0
2024-09-11,SES0037,P005,LB,6.2,5.5,55.1,58,5.8,5.1,3.5,51.8,6.1,0.601,30,0
2024-09-11,SES0037,P006,LB,7.3,6.1,85.6,51,2.7,2.9,5.2,49.8,6.8,0.714,30,0
2024-09-11,SES0037,P007,RB,7.0,7.2,68.6,53,4.3,3.0,5.3,43.1,2.9,0.681,60,0
2024-09-11,SES0037,P008,RB,5.1,4.9,72.0,62,6.6,4.5,2.1,51.8,0.0,0.607,60,0
2024-09-11,SES0037,P009,CDM,9.8,6.6,76.8,53,3.2,3.6,3.6,55.4,5.0,0.623,0,0
2024-09-11,SES0037,P010,CDM,7.4,8.9,55.4,57,3.6,3.2,4.3,53.7,4.3,0.645,90,0
2024-09-11,SES0037,P011,CM,5.8,3.3,53.5,53,3.9,3.1,4.5,47.2,2.6,0.618,30,0
2024-09-11,SES0037,P012,CM,5.8,5.3,53.0,65,4.8,3.3,5.3,51.9,9.4,0.587,0,0
2024-09-11,SES0037,P013,CM,5.6,8.6,55.4,73,5.8,4.5,1.6,43.9,2.8,0.533,90,0
2024-09-11,SES0037,P014,LW,6.1,4.4,72.2,50,4.2,3.3,2.4,49.6,5.4,0.654,0,0
2024-09-11,SES0037,P015,LW,8.4,6.6,66.2,51,1.4,1.6,6.8,49.8,5.7,0.633,80,0
2024-09-11,SES0037,P016,RW,9.2,5.9,76.6,55,2.1,1.5,1.5,50.1,5.4,0.596,60,0
2024-09-11,SES0037,P017,RW,8.7,6.8,57.3,58,3.6,2.3,5.1,49.3,7.0,0.614,30,0
2024-09-11,SES0037,P018,CAM,8.2,6.0,67.8,57,1.1,1.0,4.8,54.1,5.1,0.676,30,0
2024-09-11,SES0037,P019,CAM,9.0,7.8,69.4,56,4.3,3.8,2.8,55.1,4.7,0.614,80,0
2024-09-11,SES0037,P020,ST,7.2,8.7,72.9,67,4.2,4.0,3.2,53.7,0.0,0.667,30,0
2024-09-11,SES0037,P021,ST,6.5,3.8,65.6,62,5.8,6.1,3.2,50.6,5.4,0.644,30,0
2024-09-11,SES0037,P022,ST,8.4,6.3,59.2,54,3.5,4.0,7.1,53.5,2.8,0.688,0,0
2024-09-13,SES0038,P001,GK,5.2,1.0,52.1,72,8.0,5.2,5.7,44.0,4.1,0.507,90,0
2024-09-13,SES0038,P002,CB,6.0,4.9,44.0,66,6.5,4.4,3.9,55.4,9.0,0.647,60,0
2024-09-13,SES0038,P003,CB,3.8,4.3,37.8,72,8.1,6.0,3.9,45.7,3.5,0.502,0,0
2024-09-13,SES0038,P004,CB,5.1,2.9,43.7,67,7.9,6.7,3.3,41.5,6.0,0.619,0,0
2024-09-13,SES0038,P005,LB,6.4,2.7,51.0,65,7.9,7.3,5.3,48.8,0.0,0.483,90,0
2024-09-13,SES0038,P006,LB,6.2,1.0,46.0,65,6.3,6.5,2.2,48.2,1.4,0.612,0,0
2024-09-13,SES0038,P007,RB,6.0,1.4,67.4,64,7.9,5.5,5.9,44.8,4.5,0.609,60,0
2024-09-13,SES0038,P008,RB,4.2,2.1,49.5,67,9.9,7.9,6.7,44.2,4.0,0.644,45,0
2024-09-13,SES0038,P009,CDM,3.0,3.4,62.7,70,10.0,7.6,3.2,43.0,3.5,0.536,90,0
2024-09-13,SES0038,P010,CDM,5.1,1.0,52.9,59,8.8,5.8,6.4,49.2,4.5,0.57,90,0
2024-09-13,SES0038,P011,CM,6.4,1.9,40.3,70,8.0,7.4,2.9,48.9,4.7,0.61,90,0
2024-09-13,SES0038,P012,CM,6.6,4.8,47.0,67,6.7,4.6,4.7,47.0,4.2,0.575,75,0
2024-09-13,SES0038,P013,CM,5.6,1.2,55.8,71,7.9,7.3,4.1,45.6,3.7,0.578,75,0
2024-09-13,SES0038,P014,LW,7.3,2.2,62.6,60,7.1,6.5,6.1,50.2,2.8,0.486,60,0
2024-09-13,SES0038,P015,LW,6.2,4.0,46.8,59,7.5,5.4,4.8,47.6,2.3,0.493,60,0
2024-09-13,SES0038,P016,RW,5.2,3.7,58.7,65,6.9,6.8,6.4,48.9,7.8,0.658,60,0
2024-09-13,SES0038,P017,RW,7.3,2.2,54.6,61,6.4,5.5,6.9,51.3,1.2,0.672,90,0
2024-09-13,SES0038,P018,CAM,4.8,4.2,69.7,68,7.1,5.7,6.9,47.7,6.5,0.584,75,0
2024-09-13,SES0038,P019,CAM,7.2,2.5,55.2,60,8.0,5.6,8.3,43.5,7.1,0.508,45,0
2024-09-13,SES0038,P020,ST,5.4,2.3,62.1,59,8.2,6.7,4.8,51.6,0.4,0.532,75,0
2024-09-13,SES0038,P021,ST,4.9,1.0,52.3,66,7.6,6.0,4.5,53.1,6.3,0.532,60,0
2024-09-13,SES0038,P022,ST,6.5,3.8,56.8,63,5.9,5.5,5.3,48.1,5.1,0.556,90,0
2024-09-15,SES0039,P001,GK,6.2,5.6,49.9,56,6.3,4.8,4.2,52.9,3.0,0.602,80,0
2024-09-15,SES0039,P002,CB,5.6,8.3,48.6,62,6.7,4.8,3.4,45.1,0.4,0.599,30,1
2024-09-15,SES0039,P003,CB,6.2,6.4,50.5,63,8.3,5.9,5.0,48.0,2.4,0.503,30,0
2024-09-15,SES0039,P004,CB,7.3,8.5,60.6,64,6.0,4.9,5.3,46.5,4.5,0.597,0,0
2024-09-15,SES0039,P005,LB,6.3,6.2,56.0,62,4.0,1.0,4.3,53.2,2.6,0.676,0,0
2024-09-15,SES0039,P006,LB,7.3,6.0,52.4,64,7.1,5.3,4.8,50.2,3.6,0.612,0,0
2024-09-15,SES0039,P007,RB,4.7,5.8,65.5,58,5.5,5.7,4.3,47.0,4.7,0.536,60,0
2024-09-15,SES0039,P008,RB,8.0,6.0,43.8,66,5.7,4.3,3.5,57.5,7.2,0.557,80,0
2024-09-15,SES0039,P009,CDM,5.4,5.6,57.0,55,5.7,4.1,5.1,48.7,0.9,0.616,60,1
2024-09-15,SES0039,P010,CDM,5.2,6.8,72.9,66,7.0,4.9,4.7,47.7,2.6,0.508,80,0
2024-09-15,SES0039,P011,CM,6.7,7.0,58.2,61,6.1,5.3,5.6,51.4,0.0,0.675,30,0
2024-09-15,SES0039,P012,CM,6.5,7.7,65.0,67,5.8,4.3,3.6,48.3,1.5,0.665,30,0
2024-09-15,SES0039,P013,CM,7.1,5.3,59.6,62,5.5,3.5,5.8,50.3,5.8,0.654,0,0
2024-09-15,SES0039,P014,LW,6.8,6.4,69.7,63,5.5,5.3,6.0,50.5,4.6,0.767,0,0
2024-09-15,SES0039,P015,LW,6.8,5.0,52.1,68,5.2,4.0,5.7,48.2,1.1,0.611,60,0
2024-09-15,SES0039,P016,RW,5.4,5.7,55.6,62,8.0,6.9,6.8,49.8,6.1,0.596,30,0
2024-09-15,SES0039,P017,RW,6.5,6.8,63.5,63,4.6,3.2,3.9,51.9,3.2,0.654,90,0
2024-09-15,SES0039,P018,CAM,5.7,8.6,71.6,61,4.4,4.0,2.6,54.7,2.6,0.611,0,0
2024-09-15,SES0039,P019,CAM,6.6,5.1,49.9,62,5.8,3.6,6.9,54.6,3.6,0.611,30,0
2024-09-15,SES0039,P020,ST,5.0,7.8,55.5,67,7.2,6.7,3.4,51.5,4.4,0.675,30,0
2024-09-15,SES0039,P021,ST,5.9,7.6,58.9,56,6.2,6.0,3.2,52.5,2.0,0.635,0,0
2024-09-15,SES0039,P022,ST,5.6,7.2,64.7,62,6.4,5.3,3.9,49.6,3.6,0.556,30,0
2024-09-17,SES0040,P001,GK,7.4,6.3,49.4,62,7.1,7.3,7.7,46.9,2.3,0.486,30,0
2024-09-17,SES0040,P002,CB,7.2,8.2,65.1,58,4.9,3.9,6.0,50.9,0.0,0.578,0,0
2024-09-17,SES0040,P003,CB,6.8,6.9,69.7,61,3.3,2.3,2.5,49.8,5.8,0.54,60,0
2024-09-17,SES0040,P004,CB,7.4,3.9,62.5,53,3.8,2.9,5.2,46.9,4.2,0.668,80,0
2024-09-17,SES0040,P005,LB,7.4,5.2,56.9,62,6.4,3.9,5.7,46.7,2.5,0.634,90,0
2024-09-17,SES0040,P006,LB,6.2,4.9,51.8,60,6.1,5.7,3.3,49.7,3.2,0.558,60,0
2024-09-17,SES0040,P007,RB,6.5,4.1,42.5,59,6.0,4.9,1.8,50.1,5.1,0.59,60,0
2024-09-17,SES0040,P008,RB,7.6,5.1,53.5,54,5.3,4.7,3.1,48.7,7.2,0.656,0,0
2024-09-17,SES0040,P009,CDM,8.5,7.3,72.7,55,4.1,2.7,5.7,47.6,3.3,0.584,0,0
2024-09-17,SES0040,P010,CDM,7.2,4.7,50.1,61,5.8,4.8,5.5,53.6,3.4,0.503,0,0
2024-09-17,SES0040,P011,CM,8.8,4.7,66.8,58,4.8,4.6,4.6,46.9,4.4,0.668,30,0
2024-09-17,SES0040,P012,CM,7.2,3.3,65.4,58,3.7,3.5,6.6,47.0,5.0,0.603,0,0
