session_id,date,team_category,md_day,exercise_id,exercise_name,exercise_type,objective_primary,weather,temp_c,team_fatigue_score,readiness_score,avg_total_distance_m,avg_distance_per_min,avg_hsr_m,avg_sprint_distance_m,avg_percent_max_speed,avg_accelerations,avg_decelerations,avg_player_load,avg_metabolic_power,avg_hr_mean,avg_hr_max,rpe_mean
SES0027,2024-08-22,B_Team,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Cloudy,14.4,3.6,4.9,190.01,31.27,2.14,0.0,18.64,5,3,20.59,3.93,50,55,2.3
SES0027,2024-08-22,B_Team,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Cloudy,14.4,3.6,4.9,215.03,19.19,3.58,1.54,22.15,4,3,15.99,3.21,50,55,2.1
SES0027,2024-08-22,B_Team,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Cloudy,14.4,3.6,4.9,446.63,35.7,6.62,0.0,16.42,2,4,20.39,3.03,50,55,1.4
SES0027,2024-08-22,B_Team,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Cloudy,14.4,3.6,4.9,458.5,34.12,5.67,0.0,15.79,4,3,16.77,3.38,50,55,1.8
SES0027,2024-08-22,B_Team,MD1,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Cloudy,14.4,3.6,4.9,318.72,44.72,24.28,13.23,45.85,11,10,41.74,6.92,53,58,4.7
SES0028,2024-08-24,U23,MD2,EX014,Flying_Sprint_30m,sprint_drill,speed_development,Light_Rain,17.3,5.4,3.2,273.75,148.32,74.3,69.55,84.26,4,4,56.35,12.46,73,87,7.5
SES0028,2024-08-24,U23,MD2,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Light_Rain,17.3,5.4,3.2,114.36,90.97,10.66,5.56,66.31,11,9,67.43,15.17,71,83,7.2
SES0028,2024-08-24,U23,MD2,EX015,Flying_Sprint_20m,sprint_drill,speed_development,Light_Rain,17.3,5.4,3.2,187.1,112.43,62.71,53.76,96.83,4,4,51.05,13.97,77,86,5.5
SES0029,2024-08-26,First_Team,MD4,EX002,SSG_4v4_25x20_Transition,small_sided_game,mixed_conditioning,Cloudy,18.6,3.4,7.7,812.06,112.33,82.89,40.03,73.24,27,28,119.62,14.72,100,100,9.2
SES0029,2024-08-26,First_Team,MD4,EX034,Hybrid_8v8_55x40_Pressing,large_sided_game,high_intensity_conditioning,Cloudy,18.6,3.4,7.7,969.86,119.96,139.42,59.2,83.46,30,25,138.48,14.1,100,100,8.7
SES0029,2024-08-26,First_Team,MD4,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Cloudy,18.6,3.4,7.7,929.12,131.48,76.95,19.88,75.39,31,24,110.76,13.63,100,100,9.2
SES0029,2024-08-26,First_Team,MD4,EX021,PressingGame_5v5_30x25_High,pressing_drill,high_intensity_conditioning,Cloudy,18.6,3.4,7.7,675.16,112.4,57.66,30.3,73.19,41,40,136.5,14.53,100,100,9.0
SES0029,2024-08-26,First_Team,MD4,EX013,LargeGame_8v8_60x40_Pressing,large_sided_game,high_intensity_conditioning,Cloudy,18.6,3.4,7.7,916.83,101.61,119.34,50.14,82.85,30,26,141.16,13.9,100,100,9.8
SES0030,2024-08-28,U23,MD_plus1,EX025,Recovery_Game_5v5_40x35,recovery_drill,recovery,Overcast,18.0,9.4,1.8,463.03,29.69,8.71,0.0,17.23,4,3,18.99,3.21,50,55,1.5
SES0030,2024-08-28,U23,MD_plus1,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Overcast,18.0,9.4,1.8,364.99,21.94,1.92,0.0,15.0,2,2,14.04,2.46,50,55,1.4
SES0030,2024-08-28,U23,MD_plus1,EX024,Activation_Positional_10v0,activation_drill,activation,Overcast,18.0,9.4,1.8,412.99,27.12,4.81,0.0,15.0,3,3,17.77,2.44,50,55,1.3
SES0031,2024-08-30,Academy_U18,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Overcast,14.7,5.8,3.6,629.89,106.17,80.21,24.47,64.05,22,23,92.17,11.97,90,96,7.9
SES0031,2024-08-30,Academy_U18,MD3,EX037,Possession_4v4_2Neutral_25x20,possession_game,aerobic_conditioning,Overcast,14.7,5.8,3.6,596.87,54.89,32.7,7.13,46.08,19,19,68.92,9.64,84,93,7.5
SES0031,2024-08-30,Academy_U18,MD3,EX030,Transition_6v6_40x35_Wide,transition_game,mixed_conditioning,Overcast,14.7,5.8,3.6,828.37,97.08,77.22,62.16,69.94,23,17,108.58,11.64,85,99,7.4
SES0032,2024-09-01,U23,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Cloudy,15.2,3.7,6.1,184.4,32.67,2.62,0.0,17.87,6,4,22.18,3.51,50,55,2.3
SES0032,2024-09-01,U23,MD1,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Cloudy,15.2,3.7,6.1,250.93,38.12,4.11,0.0,22.09,8,6,24.89,3.74,50,58,2.6
SES0032,2024-09-01,U23,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Cloudy,15.2,3.7,6.1,244.85,20.82,3.14,1.06,18.65,3,4,18.13,3.04,50,55,2.0
SES0032,2024-09-01,U23,MD1,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Cloudy,15.2,3.7,6.1,335.18,51.85,23.48,10.76,38.84,10,10,41.72,6.9,56,64,4.2
SES0033,2024-09-03,U23,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Cloudy,18.2,3.7,7.5,558.81,33.06,7.1,0.0,17.96,4,4,18.86,3.28,50,55,1.8
SES0033,2024-09-03,U23,MD1,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Cloudy,18.2,3.7,7.5,243.28,35.1,4.17,0.0,22.79,7,6,29.64,3.63,50,57,2.5
SES0033,2024-09-03,U23,MD1,EX023,Activation_Passing_8v0,activation_drill,activation,Cloudy,18.2,3.7,7.5,312.18,24.67,1.6,0.0,15.0,3,3,14.49,2.89,50,55,1.5
SES0033,2024-09-03,U23,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Cloudy,18.2,3.7,7.5,179.07,23.19,2.72,1.65,22.69,4,3,16.14,3.48,50,55,2.2
SES0034,2024-09-05,First_Team,MD1,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Cloudy,20.4,4.9,6.3,246.33,45.66,27.46,15.66,40.96,10,10,45.94,6.46,56,63,4.5
SES0034,2024-09-05,First_Team,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Cloudy,20.4,4.9,6.3,507.64,32.5,6.49,0.0,17.19,3,3,21.83,3.25,50,55,1.7
SES0034,2024-09-05,First_Team,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Cloudy,20.4,4.9,6.3,229.26,21.27,3.4,1.48,18.78,4,3,17.48,3.94,50,55,2.0
SES0034,2024-09-05,First_Team,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Cloudy,20.4,4.9,6.3,162.17,31.25,2.46,0.0,19.16,5,4,21.98,3.16,50,57,2.2
SES0034,2024-09-05,First_Team,MD1,EX007,Rondo_6v2_15x15,rondo,technical_conditioning,Cloudy,20.4,4.9,6.3,149.47,31.84,3.19,0.0,17.93,6,5,20.56,4.19,50,55,2.5
SES0035,2024-09-07,Academy_U18,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Cloudy,13.2,4.6,7.1,472.45,33.5,6.66,0.0,17.1,4,3,21.35,3.14,50,55,1.6
SES0035,2024-09-07,Academy_U18,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Cloudy,13.2,4.6,7.1,184.36,31.51,3.34,0.0,23.28,6,5,20.9,3.58,50,56,2.6
SES0035,2024-09-07,Academy_U18,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Cloudy,13.2,4.6,7.1,211.57,20.7,3.42,1.36,22.42,4,2,18.41,3.55,50,55,2.2
SES0035,2024-09-07,Academy_U18,MD1,EX007,Rondo_6v2_15x15,rondo,technical_conditioning,Cloudy,13.2,4.6,7.1,212.59,31.1,2.96,0.0,17.97,5,5,22.59,3.64,50,55,2.3
SES0036,2024-09-09,Academy_U18,MD4,EX034,Hybrid_8v8_55x40_Pressing,large_sided_game,high_intensity_conditioning,Cloudy,12.7,4.4,7.5,975.41,114.98,106.19,62.76,80.84,26,26,125.41,13.52,100,100,9.2
SES0036,2024-09-09,Academy_U18,MD4,EX021,PressingGame_5v5_30x25_High,pressing_drill,high_intensity_conditioning,Cloudy,12.7,4.4,7.5,572.91,116.01,65.5,20.7,76.74,40,27,117.4,13.97,100,100,9.6
SES0036,2024-09-09,Academy_U18,MD4,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Cloudy,12.7,4.4,7.5,813.65,102.37,84.28,23.87,77.67,27,28,106.6,10.66,100,100,10.0
SES0036,2024-09-09,Academy_U18,MD4,EX001,SSG_3v3_20x15_Pressing,small_sided_game,high_intensity_conditioning,Cloudy,12.7,4.4,7.5,752.17,114.97,53.01,10.05,71.04,35,35,138.09,14.12,100,100,7.8
SES0036,2024-09-09,Academy_U18,MD4,EX038,PressingTrap_6v4_35x25,pressing_drill,high_intensity_conditioning,Cloudy,12.7,4.4,7.5,647.43,111.03,60.68,24.39,70.18,41,33,124.93,14.49,100,100,8.9
SES0036,2024-09-09,Academy_U18,MD4,EX005,SSG_6v6_35x30_Pressing,small_sided_game,high_intensity_conditioning,Cloudy,12.7,4.4,7.5,784.13,116.54,62.81,25.87,75.18,29,25,120.92,15.01,100,100,9.2
SES0037,2024-09-11,B_Team,MD1,EX007,Rondo_6v2_15x15,rondo,technical_conditioning,Clear,32.0,3.8,6.3,185.34,34.63,3.03,0.0,20.15,5,5,19.11,3.27,50,55,2.3
SES0037,2024-09-11,B_Team,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Clear,32.0,3.8,6.3,450.02,31.49,7.26,0.0,15.0,3,3,18.0,2.98,50,55,1.7
SES0037,2024-09-11,B_Team,MD1,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Clear,32.0,3.8,6.3,289.02,48.95,19.71,14.07,42.69,12,9,38.14,7.14,54,60,4.0
SES0038,2024-09-13,U23,MD_plus2,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Overcast,12.1,7.6,2.6,219.49,35.65,5.21,0.0,21.12,7,6,23.85,3.98,50,55,2.3
SES0038,2024-09-13,U23,MD_plus2,EX033,SSG_4v4_20x15_Regen,small_sided_game,recovery,Overcast,12.1,7.6,2.6,420.04,35.68,13.69,0.0,20.45,4,3,24.93,3.4,50,55,2.2
SES0038,2024-09-13,U23,MD_plus2,EX023,Activation_Passing_8v0,activation_drill,activation,Overcast,12.1,7.6,2.6,269.55,25.97,1.49,0.0,15.0,3,3,15.34,2.46,50,55,1.4
SES0038,2024-09-13,U23,MD_plus2,EX025,Recovery_Game_5v5_40x35,recovery_drill,recovery,Overcast,12.1,7.6,2.6,554.45,36.79,9.92,0.0,18.51,4,3,20.74,3.7,50,55,2.1
SES0038,2024-09-13,U23,MD_plus2,EX009,Rondo_8v3_25x20_Directional,rondo,aerobic_conditioning,Overcast,12.1,7.6,2.6,211.76,32.65,5.17,0.0,23.52,7,5,26.44,3.9,50,57,2.3
SES0038,2024-09-13,U23,MD_plus2,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Overcast,12.1,7.6,2.6,379.57,24.89,3.3,0.0,15.9,2,2,17.27,2.67,50,55,1.7
SES0039,2024-09-15,First_Team,MD4,EX013,LargeGame_8v8_60x40_Pressing,large_sided_game,high_intensity_conditioning,Clear,33.2,6.0,6.5,797.79,101.19,112.88,32.39,82.72,22,24,120.48,14.0,92,100,10.0
SES0039,2024-09-15,First_Team,MD4,EX034,Hybrid_8v8_55x40_Pressing,large_sided_game,high_intensity_conditioning,Clear,33.2,6.0,6.5,723.18,103.84,85.91,53.54,75.83,25,26,142.77,13.16,100,100,8.1
SES0039,2024-09-15,First_Team,MD4,EX002,SSG_4v4_25x20_Transition,small_sided_game,mixed_conditioning,Clear,33.2,6.0,6.5,812.91,122.97,76.01,26.45,72.4,21,24,119.26,12.67,95,100,8.3
SES0039,2024-09-15,First_Team,MD4,EX021,PressingGame_5v5_30x25_High,pressing_drill,high_intensity_conditioning,Clear,33.2,6.0,6.5,642.24,122.66,59.15,21.0,66.38,36,31,110.89,15.4,100,100,7.4
SES0040,2024-09-17,Academy_U18,MD4,EX002,SSG_4v4_25x20_Transition,small_sided_game,mixed_conditioning,Light_Rain,13.5,5.0,5.7,667.83,123.21,62.6,32.38,75.44,23,22,122.33,13.8,100,100,7.6
SES0040,2024-09-17,Academy_U18,MD4,EX034,Hybrid_8v8_55x40_Pressing,large_sided_game,high_intensity_conditioning,Light_Rain,13.5,5.0,5.7,983.05,107.47,86.17,41.08,77.96,31,25,145.58,12.3,100,100,9.6
SES0040,2024-09-17,Academy_U18,MD4,EX005,SSG_6v6_35x30_Pressing,small_sided_game,high_intensity_conditioning,Light_Rain,13.5,5.0,5.7,876.56,112.55,47.9,29.91,77.35,27,27,106.03,14.43,100,100,9.3
SES0040,2024-09-17,Academy_U18,MD4,EX038,PressingTrap_6v4_35x25,pressing_drill,high_intensity_conditioning,Light_Rain,13.5,5.0,5.7,642.08,110.69,66.89,21.39,68.98,35,28,111.19,15.28,98,100,10.0
SES0040,2024-09-17,Academy_U18,MD4,EX022,PressingGame_6v6_35x30_Mid,pressing_drill,high_intensity_conditioning,Light_Rain,13.5,5.0,5.7,568.13,106.05,74.44,19.55,69.9,37,36,119.31,13.8,100,100,10.0
SES0040,2024-09-17,Academy_U18,MD4,EX021,PressingGame_5v5_30x25_High,pressing_drill,high_intensity_conditioning,Light_Rain,13.5,5.0,5.7,677.77,105.03,56.37,25.13,73.7,41,35,107.12,15.72,99,100,9.8
SES0041,2024-09-19,U23,MD4,EX022,PressingGame_6v6_35x30_Mid,pressing_drill,high_intensity_conditioning,Cloudy,15.2,6.0,10.0,689.46,120.37,74.74,22.93,83.01,37,36,133.67,15.62,100,100,9.4
SES0041,2024-09-19,U23,MD4,EX034,Hybrid_8v8_55x40_Pressing,large_sided_game,high_intensity_conditioning,Cloudy,15.2,6.0,10.0,805.84,114.62,113.94,58.37,90.45,29,29,123.55,14.05,100,100,9.4
SES0041,2024-09-19,U23,MD4,EX021,PressingGame_5v5_30x25_High,pressing_drill,high_intensity_conditioning,Cloudy,15.2,6.0,10.0,696.5,103.7,63.15,27.62,77.52,38,34,126.98,14.31,100,100,10.0
SES0041,2024-09-19,U23,MD4,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Cloudy,15.2,6.0,10.0,806.0,102.65,90.63,27.9,74.5,29,23,131.11,14.97,100,100,10.0
SES0041,2024-09-19,U23,MD4,EX013,LargeGame_8v8_60x40_Pressing,large_sided_game,high_intensity_conditioning,Cloudy,15.2,6.0,10.0,915.43,108.32,104.8,38.93,84.2,25,22,118.88,15.79,100,100,9.2
SES0042,2024-09-21,First_Team,MD2,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Light_Rain,13.2,2.8,4.7,399.77,64.98,34.55,18.77,65.93,18,14,56.09,9.33,78,86,5.7
SES0042,2024-09-21,First_Team,MD2,EX018,Transition_Sprint_40m,sprint_drill,speed_development,Light_Rain,13.2,2.8,4.7,348.34,168.37,96.98,93.31,83.78,6,7,75.26,11.11,77,88,6.8
SES0042,2024-09-21,First_Team,MD2,EX028,Possession_8v8_50x35_Neutral,possession_game,aerobic_conditioning,Light_Rain,13.2,2.8,4.7,689.86,62.45,54.65,24.31,60.6,14,11,80.28,8.77,76,92,7.4
SES0042,2024-09-21,First_Team,MD2,EX020,Finishing_5v4_30x25,finishing_drill,mixed_conditioning,Light_Rain,13.2,2.8,4.7,358.04,71.5,37.63,14.18,64.82,18,13,58.14,10.44,78,90,6.5
SES0042,2024-09-21,First_Team,MD2,EX015,Flying_Sprint_20m,sprint_drill,speed_development,Light_Rain,13.2,2.8,4.7,199.87,118.23,66.42,74.49,89.5,4,3,50.26,15.14,77,92,6.1
SES0042,2024-09-21,First_Team,MD2,EX014,Flying_Sprint_30m,sprint_drill,speed_development,Light_Rain,13.2,2.8,4.7,284.04,125.51,76.98,79.77,90.02,4,5,66.9,13.04,74,96,7.7
SES0043,2024-09-23,First_Team,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Clear,25.3,2.2,7.8,221.12,22.04,3.48,1.26,20.7,4,3,17.9,3.39,50,57,1.9
SES0043,2024-09-23,First_Team,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Clear,25.3,2.2,7.8,514.85,35.02,7.68,0.0,18.8,4,3,21.56,3.47,50,55,1.9
SES0043,2024-09-23,First_Team,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Clear,25.3,2.2,7.8,494.49,36.38,9.58,0.0,16.51,4,4,19.79,3.62,50,55,1.7
SES0043,2024-09-23,First_Team,MD1,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Clear,25.3,2.2,7.8,290.99,41.02,5.14,0.0,24.23,7,6,27.41,3.35,50,56,2.6
SES0044,2024-09-25,First_Team,MD2,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Clear,32.3,5.9,4.5,105.19,88.15,11.98,7.58,63.23,12,9,49.6,13.14,69,89,7.1
SES0044,2024-09-25,First_Team,MD2,EX028,Possession_8v8_50x35_Neutral,possession_game,aerobic_conditioning,Clear,32.3,5.9,4.5,568.66,58.75,62.39,29.34,57.58,12,12,75.66,8.6,66,81,5.6
SES0044,2024-09-25,First_Team,MD2,EX015,Flying_Sprint_20m,sprint_drill,speed_development,Clear,32.3,5.9,4.5,182.66,146.75,56.72,55.51,89.19,4,4,47.14,15.71,69,84,5.3
SES0044,2024-09-25,First_Team,MD2,EX020,Finishing_5v4_30x25,finishing_drill,mixed_conditioning,Clear,32.3,5.9,4.5,396.52,58.89,29.63,15.42,60.91,16,11,58.7,8.48,68,82,5.7
SES0044,2024-09-25,First_Team,MD2,EX035,Speed_Endurance_60m_x4,sprint_drill,speed_endurance,Clear,32.3,5.9,4.5,547.76,148.22,130.63,179.94,81.11,7,4,68.75,12.92,79,85,8.0
SES0045,2024-09-27,First_Team,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Clear,25.3,1.0,7.0,546.53,31.47,7.29,0.0,18.3,3,3,18.57,3.41,50,55,1.8
SES0045,2024-09-27,First_Team,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Clear,25.3,1.0,7.0,438.78,33.17,7.16,0.0,16.82,4,4,20.64,3.7,50,55,1.8
SES0045,2024-09-27,First_Team,MD1,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Clear,25.3,1.0,7.0,336.07,54.33,23.02,10.24,45.57,10,11,51.49,6.94,58,66,5.1
SES0045,2024-09-27,First_Team,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Clear,25.3,1.0,7.0,172.51,20.71,3.71,1.72,20.99,3,4,17.1,3.26,50,55,1.9
SES0046,2024-09-29,Academy_U18,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Overcast,18.8,1.3,8.1,539.44,31.49,7.07,0.0,18.85,4,3,20.52,3.4,50,55,2.0
SES0046,2024-09-29,Academy_U18,MD1,EX023,Activation_Passing_8v0,activation_drill,activation,Overcast,18.8,1.3,8.1,278.7,30.39,1.54,0.0,15.78,3,3,14.0,2.98,50,55,1.5
SES0046,2024-09-29,Academy_U18,MD1,EX007,Rondo_6v2_15x15,rondo,technical_conditioning,Overcast,18.8,1.3,8.1,235.01,36.78,2.99,0.0,19.12,6,6,21.46,3.39,50,55,2.4
SES0046,2024-09-29,Academy_U18,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Overcast,18.8,1.3,8.1,492.57,30.85,7.3,0.0,17.21,4,4,22.06,3.1,50,55,2.0
SES0047,2024-10-01,B_Team,MD3,EX011,LargeGame_9v9_65x45_Transition,large_sided_game,aerobic_conditioning,Light_Rain,10.3,5.2,6.2,854.68,96.84,98.53,66.56,68.27,18,13,118.63,11.39,83,98,8.0
SES0047,2024-10-01,B_Team,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Light_Rain,10.3,5.2,6.2,127.76,105.59,7.49,4.36,58.02,16,16,76.23,17.13,82,97,7.7
SES0047,2024-10-01,B_Team,MD3,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Light_Rain,10.3,5.2,6.2,743.57,106.68,52.7,28.95,69.6,20,20,102.96,12.06,91,100,8.9
SES0047,2024-10-01,B_Team,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Light_Rain,10.3,5.2,6.2,637.61,107.78,79.63,27.42,71.53,28,23,105.35,13.21,90,98,7.8
SES0048,2024-10-03,Academy_U18,MD2,EX018,Transition_Sprint_40m,sprint_drill,speed_development,Cloudy,10.8,6.1,5.0,344.02,148.48,98.9,68.7,85.88,7,6,68.39,14.68,76,87,8.1
SES0048,2024-10-03,Academy_U18,MD2,EX035,Speed_Endurance_60m_x4,sprint_drill,speed_endurance,Cloudy,10.8,6.1,5.0,553.37,150.53,193.28,251.35,76.39,5,6,96.06,12.29,79,97,7.6
SES0048,2024-10-03,Academy_U18,MD2,EX015,Flying_Sprint_20m,sprint_drill,speed_development,Cloudy,10.8,6.1,5.0,182.44,130.02,68.72,69.49,90.62,4,4,49.13,11.25,74,87,5.4
SES0048,2024-10-03,Academy_U18,MD2,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Cloudy,10.8,6.1,5.0,116.8,92.71,14.06,9.42,62.17,11,9,52.58,15.28,72,83,7.0
SES0048,2024-10-03,Academy_U18,MD2,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Cloudy,10.8,6.1,5.0,417.43,62.13,37.05,15.22,61.11,17,14,63.36,9.02,75,86,5.7
SES0048,2024-10-03,Academy_U18,MD2,EX020,Finishing_5v4_30x25,finishing_drill,mixed_conditioning,Cloudy,10.8,6.1,5.0,388.76,58.7,30.66,16.16,59.27,15,14,63.48,10.06,73,83,5.5
SES0049,2024-10-05,Academy_U18,MD3,EX012,LargeGame_10v10_70x50_Open,large_sided_game,aerobic_conditioning,Light_Rain,11.0,4.5,5.1,815.54,89.38,115.71,67.41,71.39,16,14,112.56,10.04,87,90,7.4
SES0049,2024-10-05,Academy_U18,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Light_Rain,11.0,4.5,5.1,136.97,114.29,14.13,4.33,59.77,15,13,71.34,16.28,85,93,7.3
SES0049,2024-10-05,Academy_U18,MD3,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Light_Rain,11.0,4.5,5.1,116.06,115.07,11.76,10.61,73.16,13,11,61.37,13.88,80,96,7.2
SES0049,2024-10-05,Academy_U18,MD3,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Light_Rain,11.0,4.5,5.1,492.85,69.5,38.12,9.84,53.14,21,16,62.02,8.55,86,92,6.5
SES0049,2024-10-05,Academy_U18,MD3,EX030,Transition_6v6_40x35_Wide,transition_game,mixed_conditioning,Light_Rain,11.0,4.5,5.1,778.54,112.77,125.93,90.35,75.19,19,14,123.88,10.42,88,94,7.6
SES0050,2024-10-07,First_Team,MD3,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Light_Rain,12.4,4.2,4.8,682.03,108.47,56.31,26.53,71.49,21,19,100.6,13.24,90,96,8.4
SES0050,2024-10-07,First_Team,MD3,EX011,LargeGame_9v9_65x45_Transition,large_sided_game,aerobic_conditioning,Light_Rain,12.4,4.2,4.8,830.9,96.64,119.19,58.47,70.08,15,16,123.82,10.21,87,89,7.2
SES0050,2024-10-07,First_Team,MD3,EX030,Transition_6v6_40x35_Wide,transition_game,mixed_conditioning,Light_Rain,12.4,4.2,4.8,797.18,93.08,89.05,59.5,77.17,18,13,91.91,10.92,89,89,7.7
SES0050,2024-10-07,First_Team,MD3,EX012,LargeGame_10v10_70x50_Open,large_sided_game,aerobic_conditioning,Light_Rain,12.4,4.2,4.8,878.72,101.2,106.66,65.26,74.42,12,17,114.68,11.2,98,89,9.0
SES0050,2024-10-07,First_Team,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Light_Rain,12.4,4.2,4.8,698.87,104.55,66.19,23.88,64.34,23,17,108.64,11.69,85,96,9.0
SES0051,2024-10-09,Academy_U18,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Clear,32.5,3.0,7.4,510.98,33.66,8.6,0.0,17.77,3,4,18.03,3.26,50,55,1.7
SES0051,2024-10-09,Academy_U18,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Clear,32.5,3.0,7.4,195.68,31.86,2.82,0.0,20.27,6,5,19.04,3.68,50,56,2.2
SES0051,2024-10-09,Academy_U18,MD1,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Clear,32.5,3.0,7.4,234.23,30.25,5.17,0.0,21.26,7,6,26.64,3.41,50,55,2.6
SES0051,2024-10-09,Academy_U18,MD1,EX032,Setpiece_Attack_Corners,finishing_drill,technical,Clear,32.5,3.0,7.4,174.92,22.23,3.79,1.47,22.37,4,4,18.36,3.35,50,55,1.8
SES0052,2024-10-11,First_Team,MD_plus1,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Overcast,11.9,6.9,2.4,380.33,22.43,3.0,0.0,15.0,2,1,14.2,2.14,50,55,1.4
SES0052,2024-10-11,First_Team,MD_plus1,EX023,Activation_Passing_8v0,activation_drill,activation,Overcast,11.9,6.9,2.4,241.67,20.41,1.23,0.0,15.0,3,2,11.68,1.98,50,55,1.2
SES0052,2024-10-11,First_Team,MD_plus1,EX025,Recovery_Game_5v5_40x35,recovery_drill,recovery,Overcast,11.9,6.9,2.4,410.35,35.37,10.38,0.0,17.2,3,3,20.11,3.21,50,55,1.7
SES0053,2024-10-13,Academy_U18,MD4,EX038,PressingTrap_6v4_35x25,pressing_drill,high_intensity_conditioning,Clear,25.5,2.1,5.5,805.37,118.38,53.08,25.58,66.76,40,31,123.69,16.41,100,100,9.2
SES0053,2024-10-13,Academy_U18,MD4,EX001,SSG_3v3_20x15_Pressing,small_sided_game,high_intensity_conditioning,Clear,25.5,2.1,5.5,804.66,106.07,28.65,11.01,71.12,38,29,109.05,14.91,97,100,9.7
SES0053,2024-10-13,Academy_U18,MD4,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Clear,25.5,2.1,5.5,864.43,114.46,77.52,17.86,74.1,28,21,119.25,14.51,100,100,8.4
SES0053,2024-10-13,Academy_U18,MD4,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Clear,25.5,2.1,5.5,815.39,123.76,78.84,26.89,78.19,28,18,129.7,13.63,100,100,8.0
SES0054,2024-10-15,U23,MD2,EX014,Flying_Sprint_30m,sprint_drill,speed_development,Cloudy,12.4,3.8,5.7,313.44,127.42,71.43,84.99,82.65,4,5,61.26,13.45,78,87,7.0
SES0054,2024-10-15,U23,MD2,EX020,Finishing_5v4_30x25,finishing_drill,mixed_conditioning,Cloudy,12.4,3.8,5.7,470.89,67.86,34.96,19.36,57.25,19,15,71.15,9.11,83,91,6.6
SES0054,2024-10-15,U23,MD2,EX035,Speed_Endurance_60m_x4,sprint_drill,speed_endurance,Cloudy,12.4,3.8,5.7,494.32,152.22,203.58,217.8,72.59,5,6,89.3,12.05,88,88,8.4
